whispertinyEntranscription_text,whisperbaseEntranscription_text,whispersmallEntranscription_text,whispermediumEntranscription_text,whisperturbotranscription_text,whisperlargetranscription_text,transcription,filename,id,whispertinyEnwer,whispersmallEnwer,whispermediumEnwer,whisperlargewer,whisperturbower
 I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games.,I feel great pain in my feet after playing one of the sports games,train_sample_73.wav,train_sample_73.wav,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142
 I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain.,I could not exercise because of my knee pain,train_sample_74.wav,train_sample_74.wav,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
 My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up.,my neck hurts me and i can't look down or up,train_sample_75.wav,train_sample_75.wav,27.27272727272727,27.27272727272727,27.27272727272727,27.27272727272727,27.27272727272727
 I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal.,I feel suicidal.,train_sample_76.wav,train_sample_76.wav,0.0,0.0,0.0,0.0,0.0
 My cat hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something.,My head hurts whenever I try to do something.,train_sample_77.wav,train_sample_77.wav,11.11111111111111,0.0,0.0,0.0,0.0
 threatened by ply roofing against the bottom and this time Palm Hurain ending my outer americal Table," and travel by plane of Aegis, gold and this time he is landing by", I traveled by plane a few days ago and this time here in London my ever mine clothes are faithful.," I traveled by plane a few days ago, and this time during landing my hair remained closed and painful.", I travelled my plane a few days ago and this time during landing my air remained clogged and painful.," I traveled by plane a few days ago, and this time the area in my hair remained closed and painful.",I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,train_sample_78.wav,train_sample_78.wav,78.94736842105263,47.368421052631575,21.052631578947366,36.84210526315789,10.526315789473683
 I have blurry vision after I used a wrong medicine., I have blurry vision after I used a wrong medicine., I had blurry vision after I used a wrong medicine., I had blurry vision after I used a wrong medicine., I had blurry vision after I used a wrong medicine., I have blurry vision after I used a wrong medicine.,I have blurry vision after I used a wrong medicine.,train_sample_79.wav,train_sample_79.wav,0.0,10.0,10.0,0.0,10.0
 I have tried to relief it but I can't., I have tried to relieve it but I can't., I have tried to relieve it but I can't., I have tried to relief it but I can't., I have tried to relief it but I can't., I have tried to relief it but I can't.,I have tried to relief it but I can't,train_sample_80.wav,train_sample_80.wav,11.11111111111111,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111
 I have general discomfort in my throat., I have general discomfort in my torso., I have general discomfort in my torso., I have general discomfort in my torso., I have general discomfort in my torso., I have general discomfort in my torso,I have general discomfort in my torso.,train_sample_81.wav,train_sample_81.wav,14.285714285714285,0.0,0.0,14.285714285714285,0.0
" When I brush my hair, I notice big pumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush.",When I brush my hair I notice big clumps of hair coming out in the brush.,train_sample_82.wav,train_sample_82.wav,12.5,6.25,6.25,6.25,6.25
 I have a hat but every single hat, I have a headband every single day., I have a hat but everything, I have a headband every single day., I have a head pen every single day., I have a headband every single day,I have a head pain every single day.,train_sample_472.wav,train_sample_472.wav,37.5,62.5,25.0,37.5,12.5
 I feel dizzy after doing a muscular effort., I feel dizzy after doing a muscular effort., I feel dizzy after doing a muscular effort, I feel dizzy after doing a muscular effort., I feel dizzy after doing a muscular effort., I feel dizzy after doing a muscular effort.,I feel dizzy after doing a muscular effort.,train_sample_0.wav,train_sample_0.wav,0.0,12.5,0.0,0.0,0.0
 I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne.,I can't get a girlfriend because of my acne.,train_sample_83.wav,train_sample_83.wav,0.0,0.0,0.0,0.0,0.0
 Can't do any exercise I feel weak., Can do any exercise I feel weak., Can't do any exercise. I feel weak.," Can't do any exercise, I feel weak.", Can't do any exercise. I feel weak., Can't do any exercise. I feel weak.,"can't do any exercise, i feel weak",train_sample_84.wav,train_sample_84.wav,57.14285714285714,57.14285714285714,42.857142857142854,57.14285714285714,57.14285714285714
 I can walk my knee hurts me.," I can't walk, my knee hurts me.", I can't walk my knee hurts me," I can't walk, my knee hurts me."," I can't walk, my knee hurts me.", I can't walk. My knee hurts me.,"i can't walk, my knee hurts me",train_sample_85.wav,train_sample_85.wav,57.14285714285714,28.57142857142857,28.57142857142857,57.14285714285714,28.57142857142857
 Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless.,Sometimes I feel like a claw on my chest that leaves me breathless.,train_sample_86.wav,train_sample_86.wav,0.0,0.0,0.0,0.0,0.0
 I can stand with this horrible feeling in my shoulder., I can't stand with this horrible feeling in my shoulder., I can't stand with this horrible feeling in my shoulder, I can't stand with this horrible feeling in my shoulder., I can't stand with this horrible feeling in my shoulder., I can't stand with this horrible feeling in my shoulder.,I can't stand with this horrible feeling in my shoulder,train_sample_473.wav,train_sample_473.wav,20.0,0.0,10.0,10.0,10.0
 I wake up at night feeling cold., I wake up and I feel cold., I wake up at night feeling cold., I wake up at night feeling cold., I wake up at night feeling cold., I wake up at night feeling cold.,I wake up at night feeling cold,train_sample_87.wav,train_sample_87.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 and the leap worry that I go by to you. Am I very sick?, I am very worried that I go by doing my very sickle., I am very worried that I will go by soon. Am I very sick?, I'm very worried that I'll go by soon. Am I very sick?, I'm very worried that I'll go by June. Am I very sick?, I'm very worried that I'll go by Zoom. Am I very sick?,I'm very worried that I'll go bald soon. Am I very sick?,train_sample_88.wav,train_sample_88.wav,66.66666666666666,41.66666666666667,8.333333333333332,16.666666666666664,16.666666666666664
 I got injured exercising., I got injured exercising., I got injured exercising., I got injured exercising., I got injured exercising., I got injured exercising.,I got injured exercising,train_sample_89.wav,train_sample_89.wav,25.0,25.0,25.0,25.0,25.0
" When get up, I found that I have a stomach ache and I tried to take muscle, but my stomach still hurting me."," When get up, I found that I have a stomach ache and I tried to take medicine, but my stomach's still hurting me."," When get up, I found that I have a stomach ache and I tried to take medicine, but my stomach is still hurting me."," When get up, I found that I have a stomach ache and I tried to take medicine but my stomach's still hurting me."," When get up, I found that I have a stomach ache and I tried to take medicine but my stomach's still hurting me."," When get up, I found that I have a stomach ache and I tried to take medicine but my stomach's still hurting me.",When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me,train_sample_90.wav,train_sample_90.wav,13.043478260869565,17.391304347826086,17.391304347826086,17.391304347826086,17.391304347826086
